Cruise,Location,Type,Date,Time,Latitude,Longitude,Bottom_Depth,Sample_Depth,Phosphate,Silicate,Nitrite,Nitrite_and_Nitrate,Comments
Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,2010-08-29,10:30,-17.47503,-149.83707,17,0.5,0.13,0.79,0.04,0.12,calm; sunny; no rain for 2 weeks prior
Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,2010-08-29,11:15,-17.47785,-149.84213,2,0.5,0.17,0.92,0.02,0.3,calm; sunny; no rain for 2 weeks prior
Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,2010-08-29,11:10,-17.48488,-149.83365,14,0.5,0.13,0.49,0.1,0.31,calm; sunny; no rain for 2 weeks prior
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-09,15:28,-17.47556667,-149.8393167,1,0,0.08,NA,0.12,0.25,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-09,15:33,-17.47581667,-149.83915,1,0,0.09,NA,0.03,0.26,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-09,16:09,-17.4768,-149.8393333,1,0,0.10,NA,0.07,0.36,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-09,16:19,-17.47796667,-149.8392833,1,0,0.10,NA,0.09,0.50,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-09,16:25,-17.47928333,-149.8393167,1,0,0.09,NA,0.07,0.51,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-09,16:31,-17.48055,-149.8393667,1,0,0.10,NA,0.07,0.58,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-09,16:35,-17.48178333,-149.8393667,1,0,0.09,NA,0.06,0.45,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-10,12:36,-17.47425,-149.8393,24,0,0.09,NA,0.07,0.30,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-10,12:45,-17.4756,-149.8392667,5,0,0.08,NA,0.06,0.28,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-10,12:53,-17.4782,-149.8464833,5,0,0.09,NA,0.10,0.32,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-10,12:56,-17.47673333,-149.8465,20,0,0.08,NA,0.07,0.19,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-10,13:32,-17.4742,-149.8320833,43,0,0.07,NA,0.04,0.19,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-10,13:35,-17.47548333,-149.8320667,10,0,0.08,NA,0.07,0.22,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-10,13:40,-17.47686667,-149.8319667,3,0,0.09,NA,0.07,0.26,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,16:18,-17.47688333,-149.8393667,1,0,0.09,NA,0.08,0.76,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,16:31,-17.47805,-149.8393167,1,0,0.09,NA,0.10,0.54,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,06:44,-17.4793,-149.8393167,1,0,0.09,NA,0.09,0.56,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,16:55,-17.48056667,-149.8394167,1,0,0.09,NA,0.11,0.38,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,17:05,-17.48185,-149.8394333,1,0,0.10,NA,0.11,0.33,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,17:28,-17.48221667,-149.8460667,1,0,0.12,NA,0.12,0.54,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,17:35,-17.48165,-149.8463667,1,0,0.11,NA,0.10,0.39,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,17:42,-17.48061667,-149.8465333,1,0,0.10,NA,0.09,0.30,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-10,17:51,-17.47936667,-149.8465667,1,0,0.10,NA,0.10,0.26,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,12:02,-17.47676667,-149.83935,1,0,0.09,NA,0.09,0.17,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,12:18,-17.47756667,-149.8395,1,0,0.09,NA,0.12,0.19,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,12:34,-17.47853333,-149.8392833,1,0,0.09,NA,0.10,0.25,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,12:49,-17.47981667,-149.8388667,1,0,0.09,NA,0.11,0.27,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,13:04,-17.48158333,-149.83855,1,0,0.09,NA,0.10,0.31,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,17:06,-17.4779,-149.8321167,1,0,0.08,NA,0.10,0.21,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,17:17,-17.47923333,-149.83215,1,0,0.10,NA,0.09,0.33,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,17:22,-17.48053333,-149.83205,1,0,0.09,NA,0.08,0.40,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-11,17:26,-17.48178333,-149.83215,1,0,0.10,NA,0.10,0.38,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-13,15:00,-17.47425,-149.83935,1,0,0.08,NA,0.07,0.15,NA
Additional nutrients,LTER 1 Forereef Water Column,Niskin bottle,2010-09-13,15:08,-17.47548333,-149.8393,1,0,0.10,NA,0.10,0.23,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-13,15:58,-17.47671667,-149.8393167,1,0,0.11,NA,0.13,0.41,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-13,16:15,-17.47793333,-149.8392833,1,0,0.11,NA,0.12,0.50,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-13,16:23,-17.47926667,-149.8393167,1,0,0.11,NA,0.10,0.55,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-13,16:32,-17.48055,-149.8393167,1,0,0.10,NA,0.10,0.42,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-13,16:38,-17.4818,-149.8392833,3,0,0.12,NA,0.11,0.47,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-15,15:19,-17.47671667,-149.83935,1,0,0.11,NA,0.12,0.37,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-15,15:34,-17.47696667,-149.8393833,1,0,0.12,NA,0.14,0.28,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-15,15:50,-17.47738333,-149.8394333,1,0,0.11,NA,0.10,0.22,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-15,16:05,-17.47808333,-149.83945,1,0,0.12,NA,0.13,0.38,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-15,16:20,-17.47845,-149.8394333,1,0,0.12,NA,0.14,0.39,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-15,16:35,-17.47901667,-149.8394333,1,0,0.12,NA,0.14,0.45,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-15,16:50,-17.48085,-149.8388667,1,0,0.11,NA,0.12,0.26,NA
Additional nutrients,LTER 1 Backreef Water Column,Niskin bottle,2010-09-15,17:06,-17.48218333,-149.8387833,1,0,0.10,NA,0.10,0.32,NA
Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,2010-09-08,08:38,-17.47503,-149.83707,17,0.5,0.12,0.49,0.08,0.18,na
Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,2010-09-08,08:48,-17.47785,-149.84213,2,0.5,0.12,0.43,0.06,0.37,na
Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,2010-09-08,08:54,-17.48488,-149.83365,14,0.5,0.13,1.48,0.07,0.47,na
Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,2010-09-15,16:45,-17.47503,-149.83707,17,0.5,0.15,0.55,0.04,0.27,na
Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,2010-09-15,17:00,-17.47785,-149.84213,2,0.5,0.15,2.76,0.08,0.5,na
Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,2010-09-15,17:10,-17.48488,-149.83365,14,0.5,0.12,0.75,0.08,0.52,na
Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,2011-01-08,17:20,-17.48488,-149.83365,14,0.5,0.13,1.13,0.05,0.31,windy; Sw-heavy rain on Jan 6
Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,2011-01-08,17:00,-17.47785,-149.84213,2,0.5,0.12,0.49,0.05,0.26,na
LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,2011-01-15,09:15,-17.47503,-149.83707,17,1,0.12,0.42,0.04,0.11,na
LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,2011-01-17,09:59,-17.47785,-149.84213,2,1,0.14,0.74,0.05,0.26,na
LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,2011-01-17,08:10,-17.48488,-149.83365,14,1,0.14,0.5,0.06,0.33,na
Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,2011-04-08,13:15,-17.47503,-149.83707,17,0.5,0.00,0.34,0.05,0.11,overcast
Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,2011-04-13,16:10,-17.48488,-149.83365,14,0.5,0.04,0.34,0.09,0.39,sunny and clear
Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,2011-04-13,16:20,-17.47785,-149.84213,2,0.5,0.06,0.30,0.08,0.38,
Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,2011-04-23,15:25,-17.48488,-149.83365,14,0.5,0.04,0.30,0.09,0.42,overcast
Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,2011-04-23,15:30,-17.47785,-149.84213,2,0.5,0.09,0.24,0.08,0.44,overcast
Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,2011-04-26,16:00,-17.47503,-149.83707,17,0.5,0.01,0.38,0.06,0.08,overcast
Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,2011-04-29,15:30,-17.48488,-149.83365,14,0.5,0.04,0.40,0.08,0.43,na
Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,2011-04-29,15:40,-17.47785,-149.84213,2,0.5,0.05,0.43,0.09,0.49,na
Additional nutrients,LTER 1 Backreef Water Column,Falcon tube,2011-05-06,11:30,-17.47785,-149.84213,2,0.5,0.05,0.39,0.09,0.52,rain the morning of and night before
Additional nutrients,LTER 1 Fringing Reef Water Column,Falcon tube,2011-05-06,11:35,-17.48488,-149.83365,14,0.5,0.07,0.62,0.10,0.72,rain the morning of and night before
Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,2011-05-06,14:00,-17.47503,-149.83707,17,0.5,0.05,0.46,0.07,0.32,rain the morning of and night before
Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,2011-06-04,11:30,-17.47503,-149.83707,17,0.5,0.12,1.41,0.11,0.56,"calm and sunny; low wind"
Additional nutrients,LTER 1 Forereef Water Column,Falcon tube,2011-06-07,11:10,-17.47503,-149.83707,17,0.5,0.14,1.27,0.11,0.53,"calm and sunny; low wind; 42 hrs aftr Maramu"
LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,2011-07-22,10:45,-17.47503,-149.83707,17,1,0.19,0.34,0.09,0.61,na
LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,2011-07-24,10:23,-17.47785,-149.84213,2,1,0.23,0.86,0.10,0.42,na
LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,2011-07-24,11:22,-17.48488,-149.83365,14,1,0.21,0.29,0.20,0.54,na
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2011-08-03,13:45,-17.47503,-149.83707,17,0.5,0.14,0.23,0.07,0.09,some white caps
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2011-08-03,16:20,-17.47785,-149.84213,2,0.5,0.15,0.20,0.16,0.34,na
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2011-08-03,16:25,-17.48488,-149.83365,14,0.5,0.13,0.26,0.09,0.35,na
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2011-08-12,10:45,-17.47503,-149.83707,17,0.5,0.13,0.36,0.09,0.22,"calm; clear day; no wind or swell"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2011-08-12,16:00,-17.48488,-149.83365,14,0.5,0.13,0.90,0.13,0.35,"calm; clear day; no wind or swell"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2011-08-12,16:00,-17.47785,-149.84213,2,0.5,0.14,0.27,0.12,0.33,"calm; clear day; no wind or swell"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2011-08-22,17:05,-17.48488,-149.83365,14,0.5,0.14,0.56,0.15,0.60,"calm; clear day; no wind or swell"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2011-08-22,17:10,-17.47785,-149.84213,2,0.5,0.14,0.62,0.06,0.41,"calm; clear day; no wind or swell"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2011-08-23,12:00,-17.47503,-149.83707,17,0.5,0.13,0.37,0.14,0.32,calm and sunny
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-01-03,16:30,-17.48488,-149.83365,14,0.5,0.18,0.50,0.08,0.34,"calm; sunny"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-01-03,16:30,-17.47785,-149.84213,2,0.5,0.19,0.48,0.06,0.33,"calm; sunny"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-01-03,07:50,-17.47503,-149.83707,17,0.5,0.18,1.57,0.06,0.36,"calm; sunny; low wind"
LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,2012-01-17,09:58,-17.47503,-149.83707,17,1,0.23,1.01,0.19,0.35,na
LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,2012-01-19,08:19,-17.47785,-149.84213,2,1,0.25,0.91,0.20,0.62,na
LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,2012-01-19,08:55,-17.48488,-149.83365,14,1,0.19,0.90,0.25,0.78,na
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-01-23,10:30,-17.47503,-149.83707,17,0.5,0.16,0.86,0.07,0.17,"calm; sunny; low wind"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-01-23,13:30,-17.47785,-149.84213,2,0.5,0.18,0.94,0.04,0.24,"calm; sunny; low wind"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-01-23,15:30,-17.48488,-149.83365,14,0.5,0.18,1.18,0.06,0.56,"calm; sunny; low wind"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-02-13,17:00,-17.48488,-149.83365,14,0.5,0.16,0.52,0.06,0.30,"sunny; light wind"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-02-13,17:10,-17.47785,-149.84213,2,0.5,0.14,0.50,0.10,0.32,"sunny; light wind"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-04-06,09:50,-17.47503,-149.83707,17,0.5,0.13,0.39,0.07,0.14,"sunny; swell"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-04-07,10:30,-17.47785,-149.84213,2,0.5,0.12,0.49,0.06,0.20,"sunny; calm"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-04-07,10:30,-17.48488,-149.83365,14,0.5,0.13,0.39,0.08,0.29,"sunny; calm"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-04-17,14:00,-17.47785,-149.84213,2,0.5,0.14,0.49,0.09,0.34,"sunny; calm"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-04-17,14:05,-17.48488,-149.83365,14,0.5,0.15,0.46,0.08,0.33,"sunny; calm"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-04-24,13:00,-17.47503,-149.83707,17,0.5,0.15,0.64,0.09,0.11,"sunny; calm; clear"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-04-30,13:20,-17.47503,-149.83707,17,0.5,0.17,3.23,0.13,0.67,overcast
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-04-30,16:30,-17.48488,-149.83365,14,0.5,0.16,1.34,0.12,0.66,overcast
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-04-30,16:30,-17.47785,-149.84213,2,0.5,0.17,1.12,0.19,0.44,overcast
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-05-14,16:10,-17.47503,-149.83707,17,0.5,0.16,0.53,0.07,0.08,"calm; sunny"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-05-16,16:30,-17.47785,-149.84213,2,0.5,0.16,0.61,0.10,0.33,"calm; sunny"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-05-16,16:35,-17.48488,-149.83365,14,0.5,0.17,0.86,0.11,0.48,"calm; sunny"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-05-23,16:40,-17.47785,-149.84213,2,0.5,0.16,0.95,0.08,0.26,calm
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-05-23,16:45,-17.48488,-149.83365,14,0.5,0.23,0.62,0.12,0.53,calm
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-06-04,15:20,-17.47503,-149.83707,17,0.5,0.16,0.64,0.07,0.23,"windy; current"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-06-09,11:30,-17.47785,-149.84213,2,0.5,0.20,0.68,0.15,0.49,"calm; sunny"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-06-09,11:40,-17.48488,-149.83365,14,0.5,0.19,0.56,0.11,0.62,"calm; sunny"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-06-12,11:30,-17.47503,-149.83707,17,0.5,0.14,1.18,0.06,0.12,"calm; good vis"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-06-23,11:10,-17.47503,-149.83707,17,0.5,0.15,0.68,0.10,0.14,"overcast; strong wind out of E"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-06-23,11:40,-17.47785,-149.84213,2,0.5,0.15,1.14,0.10,0.27,"overcast; strong wind out of E"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-06-23,11:45,-17.48488,-149.83365,14,0.5,0.16,0.86,0.16,0.35,"overcast; strong wind out of E"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-07-01,11:00,-17.47785,-149.84213,2,0.5,0.15,0.61,0.08,0.43,"calm; sunny"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-07-01,11:05,-17.48488,-149.83365,14,0.5,0.13,1.06,0.08,0.30,"calm; sunny"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-07-03,12:00,-17.47503,-149.83707,17,0.5,0.14,1.15,0.09,0.12,"light wind; sunny"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-07-18,10:00,-17.47785,-149.84213,2,0.5,0.14,0.82,0.07,0.37,small white caps
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-07-18,10:00,-17.48488,-149.83365,14,0.5,0.16,1.39,0.12,0.40,small white caps
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-07-29,12:30,-17.47503,-149.83707,17,0.5,0.16,0.50,0.10,0.20,"calm; sunny"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-08-08,12:30,-17.48488,-149.83365,14,0.5,0.17,1.54,0.10,0.52,"calm; sunny"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-08-08,12:35,-17.47785,-149.84213,2,0.5,0.18,1.39,0.10,0.47,"calm; sunny"
LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,2012-08-12,11:21,17.47503333,149.8370667,17,1,0.13,0.36,0.06,0.19,"light rain event 7:00 AM.  After 8:00 sunny; no clouds; light wind"
LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,2012-08-14,10:15,17.47785,149.8421333,2,1,0.15,0.36,0.05,0.39,"sunny; light wind"
LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,2012-08-14,09:03,17.48488333,149.83365,14,1,0.16,1.18,0.08,0.64,"sunny; light wind"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-08-22,09:11,-17.47503,-149.83707,17,0.5,0.16,0.57,0.01,0.33,"calm; sunny"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-08-23,14:50,-17.47785,-149.84213,2,0.5,0.15,0.39,0.02,0.26,"overcast; calm"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-08-23,14:50,-17.48488,-149.83365,14,0.5,0.19,0.45,0.05,0.42,"overcast; calm"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-09-09,15:30,-17.47785,-149.84213,2,0.5,0.13,0.20,0.08,0.25,"sunny; E winds"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-09-09,16:30,-17.48488,-149.83365,14,0.5,0.11,0.17,0.05,0.24,"sunny; E winds"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-09-10,09:30,-17.47503,-149.83707,17,0.5,0.11,0.23,0.05,0.10,"sunny; E winds"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-12-05,10:40,-17.47503,-149.83707,17,0.5,0.13,0.33,0.03,0.05,"sunny; small swell"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2012-12-06,11:30,-17.47785,-149.84213,2,0.5,0.16,0.35,0.08,0.31,"windy; overcast"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2012-12-06,11:35,-17.48488,-149.83365,14,0.5,0.15,0.41,0.10,0.34,"windy; overcast"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2012-12-07,10:30,-17.47503,-149.83707,17,0.5,0.15,1.58,0.09,0.25,"calm; clear"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2013-01-10,14:18,-17.47785,-149.84213,2,0.5,0.16,0.73,0.05,0.20,"calm; slightly cloudy"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2013-01-10,14:21,-17.48488,-149.83365,14,0.5,0.17,1.76,0.10,0.51,"calm; slightly cloudy"
LTER bi-annual,LTER 1 Forereef Water Column,Niskin bottle,2013-01-14,10:01,-17.47503,-149.83707,17,1,0.14,0.65,0.05,0.22,"~1.5 m swell; stronger wind than offshore; overcast"
LTER bi-annual,LTER 1 Backreef Water Column,Niskin bottle,2013-01-16,10:29,-17.47785,-149.84213,2,1,0.17,0.74,0.05,0.35,"light wind; mostly overcast"
LTER bi-annual,LTER 1 Fringing Reef Water Column,Niskin bottle,2013-01-16,08:16,-17.48488,-149.83365,14,1,0.17,1.38,0.05,0.35,"light wind; mostly overcast"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2013-01-23,10:15,-17.47503,-149.83707,17,0.5,0.15,0.65,0.05,0.08,"clear; ~1.5 m swell"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2013-01-23,11:10,-17.48488,-149.83365,14,0.5,0.16,1.23,0.08,0.21,"clear; ~1.5 m swell"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2013-01-23,11:50,-17.47785,-149.84213,2,0.5,0.15,0.80,0.04,0.15,"clear; ~1.5 m swell"
Additional nutrients,LTER 1 Forereef Water Column,falcon tube,2013-01-30,12:30,-17.47503,-149.83707,17,0.5,0.13,1.24,0.05,0.44,"medium swell; sunny"
Additional nutrients,LTER 1 Backreef Water Column,falcon tube,2013-01-30,09:30,-17.47785,-149.84213,2,0.5,0.15,1.02,0.08,0.61,"medium swell; sunny"
Additional nutrients,LTER 1 Fringing Reef Water Column,falcon tube,2013-01-30,09:40,-17.48488,-149.83365,14,0.5,0.17,0.90,0.04,0.61,"medium swell; sunny"
